cod_loja;faturamento
10;142322.36517777777
13;115527.5084444444
16;123304.6285888888
21;62157.076144444436
28;219223.49787777764
41;126977.98345555559
55;121038.93317777778
64;129070.92695555561
73;176648.33234444447
75;141658.72903333325
82;173745.05196666645
84;125177.40161111105
87;111853.04145555563
99;62879.13033333336
103;136652.50651111105
106;67861.0319666667
117;132574.14102222232
119;143473.23344444446
127;72813.94382222233
129;136164.29711111108
132;161799.3602222222
178;272418.2978000001
200;104090.87289999996
201;77200.56642222208
202;66509.79295555553
203;157417.23626666653
206;117655.6087777777
213;137565.5986333332
215;140642.1353666667
220;114534.45997777772
232;99743.90911111106
234;144171.23585555563
235;75066.28518888896
240;52757.52878888889
241;118756.62832222227
242;64948.76155555551
254;124224.3462444443
255;259364.0542999998
261;41851.7108444444
262;109546.88096666662
272;44651.990988888916
278;98552.76459999988
285;143329.1039
300;139753.75978888894
302;118516.42023333347
303;72762.69986666676
308;179351.61333333337
315;127228.24764444436
323;110565.71177777769
327;149419.34108888882
333;83758.15732222222
334;133018.70032222234
339;65248.126744444446
344;99932.9761888889
353;235669.73497777802
355;95596.52323333341
375;69361.25611111113
381;243068.83363333388
384;150486.71295555556
394;127513.92187777771
420;119353.39541111117
427;76577.23591111113
448;64043.37898888887
450;209886.38861111112
452;115691.21137777762
461;56013.506344444446
476;190075.67575555554
480;255337.48871111133
486;54301.27911111109
501;151430.90482222222
514;111835.82198888884
520;84191.42109999999
522;54926.06673333333
526;61792.817888888916
540;114796.37172222225
543;60035.17790000003
545;128727.07749999996
556;86451.96104444441
560;159160.8277777777
561;89549.55031111113
566;74517.75234444438
572;73987.93221111108
575;60622.12918888893
588;52359.75733333331
592;69674.66349999998
596;139466.37487777762
601;44143.740466666604
603;148838.69646666673
610;63573.26223333334
618;38385.436666666676
620;58671.81191111106
636;164953.5688888889
637;40940.64674444442
641;171561.32654444434
645;184791.21973333333
646;174185.40224444444
652;221868.509022222
653;78859.20367777765
678;40628.10259999998
680;86202.23175555571
683;56942.52036666667
685;170863.3794444443
715;51357.200922222204
730;58973.41975555554
733;152046.3693111112
750;115536.8566777777
756;68053.63616666674
758;72502.7919555556
771;128431.4202888889
777;36063.62018888889
791;51335.481733333356
812;60187.02471111113
813;65733.75436666668
820;56767.99550000001
841;44009.84085555553
857;76263.54906666659
861;110523.59522222239
866;207936.6346888886
867;146531.69342222216
868;119044.5438666665
875;106428.20887777774
876;48652.41585555554
885;130715.95243333332
903;237238.22283333316
907;119583.18114444452
914;59412.78494444441
929;126966.66906666667
936;133300.42499999996
938;136947.70007777776
944;61719.96013333328
950;106527.19085555563
952;54962.70267777779
953;88165.74432222219
967;73016.14186666664
974;211411.1483666666
975;116018.02742222219
1007;161187.43234444436
1008;74115.28154444446
1013;55427.42423333338
1025;259828.0930777775
1027;278672.77511111106
1034;79161.92433333334
1036;78747.5974888889
1039;39641.10641111108
1059;140862.22354444445
1065;212847.23003333315
1069;59706.52878888892
1073;81504.24064444442
1082;65375.94060000001
1089;60275.82426666666
1093;68010.68181111105
1094;161013.9074555556
1099;48983.16325555558
1106;72737.3034777777
1109;182862.78662222228
1114;167360.501188889
1124;60989.946377777786
1126;85464.34168888883
1145;64327.70781111114
1148;36344.600144444434
