cod_loja;faturamento
10;147100.328125
13;128661.0234375
16;120239.1640625
21;70327.1171875
28;173047.421875
41;131539.390625
55;97559.2109375
64;127900.375
73;179658.328125
75;161942.671875
82;188051.328125
84;131511.234375
87;112143.7109375
99;67968.34375
103;107379.7265625
106;72238.78125
117;134918.171875
119;100142.5
127;73904.9765625
129;162488.609375
132;145627.625
178;267139.15625
200;90008.0859375
201;85853.9765625
202;97418.8515625
203;135960.578125
206;116398.9375
213;121295.7265625
215;161057.8125
220;116865.9609375
232;85938.8359375
234;162392.328125
235;73585.0390625
240;65480.57421875
241;107523.6796875
242;64962.72265625
254;111353.9609375
255;366991.0
261;51634.26953125
262;133696.0625
272;55512.20703125
278;84001.6328125
285;150908.03125
300;122277.6484375
302;88353.2578125
303;72070.3671875
308;244047.015625
315;155184.59375
323;126315.4765625
327;120383.75
333;83551.25
334;146394.125
339;62437.38671875
344;103326.7421875
353;288616.15625
355;88356.7890625
375;80255.6640625
381;253431.75
384;179276.890625
394;123257.3203125
420;110809.09375
427;88561.125
448;107786.625
450;211880.359375
452;110186.8515625
461;56946.96875
476;226005.984375
480;228530.359375
486;68034.7578125
501;113534.0
514;112205.5859375
520;109651.8515625
522;63312.84765625
526;70881.2265625
540;112538.84375
543;74302.515625
545;156595.921875
556;88719.3046875
560;164194.984375
561;93314.1640625
566;78610.2109375
572;81986.9453125
575;73156.8359375
588;63355.66796875
592;63158.04296875
596;147268.125
601;42627.87109375
603;132204.796875
610;71849.1484375
618;45749.52734375
620;79485.7265625
636;145196.078125
637;56310.26953125
641;166123.015625
645;210733.421875
646;225335.8125
652;174352.015625
653;85690.21875
678;50196.72265625
680;94425.125
683;67594.1328125
685;173112.859375
715;49742.84375
730;48075.23828125
733;164386.140625
750;121049.625
756;84197.6953125
758;89930.0390625
771;129453.3046875
777;51108.62890625
791;54218.6875
812;54416.46484375
813;84599.4140625
820;46867.32421875
841;72887.8203125
857;95429.5390625
861;96105.0625
866;204323.6875
867;159965.84375
868;109285.8828125
875;84219.7109375
876;52283.41796875
885;131894.765625
903;271974.75
907;168625.6875
914;62403.0625
929;177999.015625
936;158853.390625
938;162320.234375
944;89306.9140625
950;143239.421875
952;59004.83203125
953;95447.6171875
967;76894.21875
974;202943.5
975;120776.6015625
1007;152450.734375
1008;64556.98828125
1013;46350.640625
1025;237988.0625
1027;266659.28125
1034;83738.8046875
1036;81510.34375
1039;49656.390625
1059;112295.6640625
1065;188237.515625
1069;50600.08203125
1073;94069.1875
1082;61329.0625
1089;61545.70703125
1093;76262.8984375
1094;146485.375
1099;50327.40625
1106;103402.8828125
1109;229720.421875
1114;153878.109375
1124;63322.375
1126;90843.4921875
1145;73999.765625
1148;38970.87109375
1151;58634.4375
1153;89917.03125
1156;149802.234375
1164;89585.59375
1173;64124.65625
1175;87769.0
1180;44342.09765625
1186;108895.875
1196;130518.8984375
1199;98515.3984375
1208;157617.921875
1213;121194.2734375
1226;45706.19921875
1234;194795.546875
1246;128785.3125
1247;165815.953125
1254;99350.8125
1267;191924.765625
1274;64522.484375
1279;63607.83203125
1283;51521.25
1287;71023.2734375
1292;62116.58203125
1298;247845.453125
1308;74891.9296875
1314;182556.875
1317;217568.296875
1321;64349.95703125
1322;251176.0
1334;130301.6015625
1335;73695.0390625
1359;99470.0078125
1360;79389.5078125
1361;103235.4609375
1374;146302.25
1382;46315.5
1384;60418.453125
1385;59418.56640625
1390;111252.25
1396;243915.078125
1398;58135.26953125
1403;70818.0625
1415;50032.88671875
1418;190033.828125
1419;133401.296875
1421;184512.0625
1422;119709.3828125
1447;100098.78125
1448;160625.359375
1452;103241.3125
1460;93747.6484375
1461;123770.5703125
1462;215884.5
1485;116410.78125
1499;132326.703125
1500;101097.0390625
1502;116619.2265625
1503;54642.09765625
1507;151587.8125
1510;82439.9609375
1518;205048.5625
1523;88860.2578125
1524;69916.375
1527;110375.7734375
1531;84367.5078125
1551;143146.796875
1563;42955.87109375
1568;88089.5390625
1569;143096.234375
1570;134299.828125
1574;146967.8125
1580;106681.1484375
1595;74143.34375
1598;42338.12109375
1602;49105.375
1605;126572.0546875
1613;54505.82421875
1623;85260.15625
1624;66780.6875
1626;110037.0625
1632;99104.8515625
1667;80644.4375
1669;69918.2109375
1674;131178.328125
1685;67603.6015625
1686;286000.15625
1696;294579.75
1708;49690.21484375
1724;81369.8203125
1732;147559.953125
1734;194840.953125
1743;115299.9453125
1752;124715.0234375
1754;138048.09375
1757;138958.265625
1760;148448.140625
1768;149856.984375
1774;72181.1484375
