cod_loja;faturamento
1;509498.22416380234
2;51548.61609927352
3;135326.9233363359
4;49004.1517180006
5;171393.7727799388
6;194874.24383756626
7;87761.23901196705
8;108951.56415586454
9;264456.7067775439
11;35918.33768884728
12;49988.94482132284
14;98386.93690689746
15;105888.79371966141
17;89691.32404768323
18;46863.25016449714
19;107117.38323494501
20;137926.19379777028
22;108683.78331679707
23;186973.8168378964
24;119063.12755215366
25;120409.054388237
26;145201.82301453524
27;32361.09047277292
29;146296.7368312397
30;87177.53883345764
31;81253.77821663936
32;208460.1191213414
33;210993.9595431553
34;190199.49096826525
35;148264.62003914244
36;61562.542108434514
37;186193.78880251074
38;110287.59267574396
39;138549.13546138996
40;124745.31870002493
42;222577.12855440265
43;65244.00646668061
44;212978.9248527598
45;118218.71845577518
46;177367.1877907963
47;110612.11045029525
48;171570.64286249812
49;76849.71578272116
50;74878.53649659581
51;114344.70193734513
52;118648.59060142496
53;120322.48213679662
54;129559.78650756879
56;124663.816956321
57;132112.94618343684
58;130839.94699433679
59;119166.34885844427
60;170785.71843775935
61;63498.46562850479
62;141648.2845382604
63;88251.27328720021
65;125355.47152300407
66;218584.6849367922
67;349991.55918860604
68;106361.9207497548
69;63001.26050466688
70;39853.52653337301
71;84341.54000251474
72;371520.72335435933
74;92067.51976937368
76;232089.9912172094
77;104224.64017561758
78;116646.71022863469
79;144096.851526467
80;170972.55255851595
81;106368.10805266401
83;81723.15912830688
85;132995.91378527755
86;168271.40082659342
88;138781.69623218387
89;106794.47084055391
90;85186.81957503305
91;82911.16001876123
92;78137.07020512948
93;134045.49332600262
94;171223.20525356565
95;85594.59826281993
96;93985.05317338456
97;120851.59084656608
98;93326.1297474235
100;33084.44791348371
101;95380.99085073742
102;95734.86341198045
104;74893.71186482073
105;120730.76623050279
107;57716.40255336336
108;64640.36617909089
109;72020.01751669399
110;108100.58119332437
111;98677.15047407294
112;94330.2672179048
113;249438.88935625614
114;108597.14867931725
115;68845.21866634832
116;212257.99377838417
118;137763.87363563295
120;134563.7415880181
121;121444.87560212096
122;51378.23636190319
123;148868.63726629617
124;100761.30794904463
125;134444.4946550195
126;275736.50464466726
128;198401.68938333108
130;158784.6169578815
131;101923.00428831286
133;75425.81635503637
134;114697.91712542162
135;37595.51363302286
136;205584.1476484014
137;48011.5379832703
138;252584.6899812855
139;113298.52975580492
140;181588.10906928056
141;65161.40863334007
142;59556.84962780818
143;355925.184289504
144;170295.82019561867
145;140203.24575990933
146;90121.59611601557
147;214591.11978121937
148;303690.50499270356
149;50749.922870875664
150;118686.4189688088
151;112065.18551754666
152;142914.0826902463
153;142769.80144078855
154;98852.31485192211
155;228861.67686629947
156;75398.08613460645
157;29126.762415367935
158;52833.98665268699
159;64943.26862621953
160;194523.04144711772
161;25951.95297290773
162;133205.264714363
163;118660.88763039093
164;224942.21038951827
165;161635.34590406503
166;60960.618749018875
167;26650.801077702574
168;170242.5271590549
169;348910.61606648256
170;67979.74284207514
171;137231.40991770176
172;101502.69894077729
173;128083.18403411226
174;83633.15815454618
175;221269.95473145982
176;217394.83085413612
177;276443.6465981896
179;201633.52914491986
180;122267.81964117271
181;96498.86989803934
182;189791.6154433666
183;57606.7539881269
184;172828.3943980549
185;204267.27751100747
186;51682.73466109757
187;219429.75493371635
188;103837.5137872945
189;87779.69705347162
190;97254.3254729701
191;127445.39455545308
192;112488.12870286696
193;112326.99327185727
194;262068.39254490577
195;129859.29596161935
196;50233.19272667795
197;255964.99672647985
198;58362.81874434839
199;39325.674309168906
204;269817.5651822266
205;137568.61066763205
207;180132.13997596988
208;209136.34527122698
209;96867.74034365204
210;40607.62095798811
211;114464.38274266857
212;84411.89771183718
214;36941.35421528524
216;212679.2036536494
217;119783.57159434973
218;129096.52609459778
219;51129.567317541456
221;101281.95540669911
222;137481.46645722477
223;142278.96162974942
224;36910.78311678915
225;39426.1540743451
226;80013.84505116806
227;118561.71431707586
228;208358.8321903736
229;150235.62164843126
230;115412.03210724545
231;46481.063007827564
233;39627.705659885134
236;170658.63350149812
237;34372.30270895068
238;143141.05603545977
239;66730.95710336276
243;106505.40128813036
244;234493.09382707215
245;65871.72837819159
246;202404.05087472347
247;102533.29513158253
248;135105.75307945753
249;105534.39195690386
250;61697.57920652825
251;30874.80781647963
252;101340.87536616717
253;83978.78010006
256;115822.86229647235
257;98235.92410880036
258;37474.12338536324
259;92859.39274547156
260;120623.11367997584
263;58756.302754326876
264;37519.453911009616
265;104588.11721580027
266;122470.5631175858
267;81600.27745744344
268;74916.97604129792
269;127524.4497309059
270;342515.0531342209
271;176808.74695394645
273;102727.26576206666
274;130314.19489779409
275;120176.71264898112
276;106776.5197806538
277;94653.61789918096
279;47763.60209055335
280;114717.2537052761
281;121822.83239341457
282;113623.5290495802
283;259859.5067166132
284;74623.99966700382
286;135924.45256399567
287;34944.06769401854
288;30906.682321116572
289;82501.51380905036
290;108196.68592745687
291;141275.34640909615
292;233129.958041542
293;250279.77989960232
294;327867.3018505938
295;198046.35303064817
296;83670.10968424515
297;64452.02613124457
298;31362.91761768874
299;70730.59133246563
301;127665.16475090547
304;46119.27129392101
305;65442.95202454069
306;111251.75845298951
307;272144.9841523545
309;139194.5333153538
310;135865.8614184601
311;94826.08229595207
312;47237.640889816415
313;140951.3402439047
314;67237.4918272634
316;113506.45069894443
317;98423.44424369873
318;131875.5443262811
319;65579.4096775694
320;182633.30497510257
321;112797.75006988792
322;66853.66883204255
324;68274.83925307705
325;36136.97681990947
326;40746.23649262085
328;280967.45866276266
329;187726.38988043086
330;138682.44707900393
331;109965.42319116711
332;96195.25489030639
335;207622.33594560623
336;41968.79472889231
337;119611.86480320287
338;63502.314490073804
340;81622.24010530488
341;52190.55494008077
342;76658.26303984321
343;241238.42480754165
345;163198.57024236643
346;52528.900556988316
347;54305.46301767032
348;65146.8216021739
349;85493.93030722636
350;52880.151104758996
351;66794.56737981981
352;45581.84097157377
354;46324.47165591573
356;166636.83416517117
357;140648.80933758162
358;85949.89894438341
359;148845.9623154617
360;169793.04020185844
361;104144.10859910796
362;90179.33824909478
363;102254.1409169839
364;137826.97466997406
365;66048.24746696932
366;132371.2120023158
367;52783.00379859424
368;224562.89808811643
369;50909.59389438294
370;43072.76370805042
371;249383.89738877895
372;233920.61153014618
373;72139.7596702263
374;208403.26750081006
376;62229.94028898859
377;94104.19515585747
378;120790.86484084006
379;276135.33198956255
380;198537.4885724392
382;50305.16979081929
383;58069.98710647307
385;186544.9836279269
386;130761.82610030477
387;70231.72661587007
388;91051.27145451422
389;279686.74406997784
390;85226.16515053883
391;89926.74368283548
392;75442.89540878113
393;319700.06292687816
395;35422.2206222297
396;70071.39267990128
397;185329.50059249424
398;91390.83235330066
399;43016.26720880312
400;91460.88795884773
401;116101.64762926521
402;38089.0141363707
403;122134.10016725858
404;50397.05661564134
405;121032.13083312866
406;88193.54859354971
407;95990.60166229015
408;42789.402324179486
409;74458.02645676922
410;141112.57663350095
411;91281.78635552041
412;101965.990564077
413;59447.70694493835
414;118765.43607809678
415;76990.4295154919
416;133535.14637152708
417;132486.13489364262
418;91914.83715363884
419;46013.30850794372
421;81351.7148574869
422;217939.24802889465
423;136014.16115740302
424;44287.57453521771
425;144457.9462686526
426;46204.73198783567
428;118987.25104483537
429;112175.60494304383
430;50028.92154695761
431;65363.68999057657
432;112039.42449593674
433;223971.35344790938
434;99226.84894817755
435;114212.67546326306
436;87631.20880486032
437;125200.70095701054
438;61195.79178131528
439;237711.72911007542
440;216474.18273115097
441;124467.894068136
442;206915.07526842528
443;128327.56773373437
444;100340.65192153746
445;50901.437165965304
446;34749.51472342261
447;89754.23116948426
449;172373.2485645993
451;112262.69339739514
453;52659.80425042941
454;118064.91462292343
455;74545.34790990381
456;126718.32818689178
457;30134.80672146261
458;203463.7393085605
459;82931.47353652486
460;109126.40878709946
462;190491.39387289702
463;72569.41057957841
464;120980.97352877764
465;158914.36353912376
466;70537.72071700764
467;140115.62802697878
468;120275.89996926184
469;142389.20483222418
470;76174.22890155557
471;253587.55762791037
472;40497.31981802877
473;193576.70088471685
474;34137.328815130684
475;76841.57429286341
478;87995.8967028268
479;91217.14882343418
481;51861.82728281487
482;171721.07576158977
483;75723.61440741115
484;24180.30537179275
485;74715.19707467507
487;45119.47174419527
488;197552.2544872455
489;65278.59050944061
490;69650.65393681852
491;73339.01989817592
492;125321.04107627126
493;116908.29954430176
494;94673.19704950978
495;58400.70779623179
496;93534.8573133268
497;65542.93855108769
498;112712.91968455673
499;108932.03879709158
500;191318.783294321
502;117994.62887541285
503;137063.96415828477
504;73458.73695646434
505;137106.40825277028
506;89840.46515156674
507;36860.98406756693
508;174998.39744612484
509;293962.9466666752
510;236259.8997201006
511;202032.08706141528
512;70004.00450151034
513;44821.48207419823
515;73619.12950376778
516;180527.15074567907
517;200533.15289998116
518;48676.24716836901
519;197027.97143517746
521;186711.49028032832
523;76656.3503427211
524;96003.82849240072
525;51957.674718093134
527;231163.01687674012
528;46609.289056419664
529;136755.51912208568
530;194664.51117828581
531;45344.967316548595
532;257369.64742871188
533;63657.83264364366
534;65717.72869790529
535;62423.63178288281
536;269873.2505566187
537;106054.4002322264
538;288681.0354888104
539;237787.55134680393
541;104867.8246253016
542;135751.10857751197
544;61273.62731951632
546;53926.69625538673
547;44620.75801448588
548;118209.98688385701
549;139013.91734364547
550;120411.55730425025
551;78994.70273370775
552;54121.899069173196
553;81850.71395246976
554;138366.49457436692
555;133884.5848784879
557;115397.22136895872
558;71165.31632250332
559;45266.330329153396
562;112789.2499818381
563;237652.53370617444
564;69324.6540221004
565;128325.14207079384
567;296144.72355662176
568;102508.93904856645
569;176729.55576327723
570;50684.64526743605
