"cod_mun","nome_mun","pib"
"2504306","Catolé do Rocha (PB)","380016"
"2504355","Caturité (PB)","56757"
"2504405","Conceição (PB)","161111"
"2504504","Condado (PB)","57479"
"2504603","Conde (PB)","636030"
"2504702","Congo (PB)","50491"
"2504801","Coremas (PB)","141090"
"2504850","Coxixola (PB)","19190"
"2504900","Cruz do Espírito Santo (PB)","127576"
"2505006","Cubati (PB)","59221"
"2505105","Cuité (PB)","190736"
"2505204","Cuitegi (PB)","56890"
"2505238","Cuité de Mamanguape (PB)","55256"
"2505279","Curral de Cima (PB)","47210"
"2505303","Curral Velho (PB)","19978"
"2505352","Damião (PB)","41814"
"2505402","Desterro (PB)","59116"
"2505501","Vista Serrana (PB)","33191"
"2505600","Diamante (PB)","53268"
"2505709","Dona Inês (PB)","81254"
"2505808","Duas Estradas (PB)","37669"
"2505907","Emas (PB)","32011"
"2506004","Esperança (PB)","408020"
"2506103","Fagundes (PB)","87469"
"2506202","Frei Martinho (PB)","26563"
"2506251","Gado Bravo (PB)","64867"
"2506301","Guarabira (PB)","947205"
"2506400","Gurinhém (PB)","134899"
"2506509","Gurjão (PB)","30537"
"2506608","Ibiara (PB)","47407"
"2506707","Imaculada (PB)","75524"
"2506806","Ingá (PB)","155981"
"2506905","Itabaiana (PB)","273652"
"2507002","Itaporanga (PB)","273881"
"2507101","Itapororoca (PB)","172230"
"2507200","Itatuba (PB)","105319"
"2507309","Jacaraú (PB)","120938"
"2507408","Jericó (PB)","62621"
"2507507","João Pessoa (PB)","19737917"
"2507606","Juarez Távora (PB)","63092"
"2507705","Juazeirinho (PB)","154332"
"2507804","Junco do Seridó (PB)","65184"
"2507903","Juripiranga (PB)","99765"
"2508000","Juru (PB)","74007"
"2508109","Lagoa (PB)","37791"
"2508208","Lagoa de Dentro (PB)","71621"
"2508307","Lagoa Seca (PB)","259406"
"2508406","Lastro (PB)","26081"
"2508505","Livramento (PB)","57242"
"2508554","Logradouro (PB)","37488"
"2508604","Lucena (PB)","187658"
"2508703","Mãe d'Água (PB)","31494"
"2508802","Malta (PB)","49595"
"2508901","Mamanguape (PB)","625132"
"2509008","Manaíra (PB)","72420"
"2509057","Marcação (PB)","72367"
"2509107","Mari (PB)","191168"
"2509156","Marizópolis (PB)","61342"
"2509206","Massaranduba (PB)","102103"
"2509305","Mataraca (PB)","185173"
"2509339","Matinhas (PB)","41686"
"2509370","Mato Grosso (PB)","25503"
"2509396","Maturéia (PB)","50511"
"2509404","Mogeiro (PB)","129980"
"2509503","Montadas (PB)","61427"
"2509602","Monte Horebe (PB)","36881"
"2509701","Monteiro (PB)","495886"
"2509800","Mulungu (PB)","76928"
"2509909","Natuba (PB)","80816"
"2510006","Nazarezinho (PB)","57528"
"2510105","Nova Floresta (PB)","82900"
"2510204","Nova Olinda (PB)","47955"
"2510303","Nova Palmeira (PB)","39415"
"2510402","Olho d'Água (PB)","56661"
"2510501","Olivedos (PB)","35220"
"2510600","Ouro Velho (PB)","31211"
"2510659","Parari (PB)","18615"
"2510709","Passagem (PB)","24339"
"2510808","Patos (PB)","1711982"
"2510907","Paulista (PB)","119566"
"2511004","Pedra Branca (PB)","32503"
"2511103","Pedra Lavrada (PB)","68823"
"2511202","Pedras de Fogo (PB)","425345"
"2511301","Piancó (PB)","179581"
"2511400","Picuí (PB)","176527"
"2511509","Pilar (PB)","92899"
"2511608","Pilões (PB)","87417"
"2511707","Pilõezinhos (PB)","43675"
"2511806","Pirpirituba (PB)","85034"
"2511905","Pitimbu (PB)","264136"
"2512002","Pocinhos (PB)","233668"
"2512036","Poço Dantas (PB)","33453"
"2512077","Poço de José de Moura (PB)","40622"
"2512101","Pombal (PB)","381253"
"2512200","Prata (PB)","49192"
"2512309","Princesa Isabel (PB)","212921"
"2512408","Puxinanã (PB)","97323"
"2512507","Queimadas (PB)","465617"
"2512606","Quixaba (PB)","22353"
"2512705","Remígio (PB)","168968"
"2512721","Pedro Régis (PB)","46842"
"2512747","Riachão (PB)","30886"
"2512754","Riachão do Bacamarte (PB)","40960"
"2512762","Riachão do Poço (PB)","43860"
"2512788","Riacho de Santo Antônio (PB)","21694"
"2512804","Riacho dos Cavalos (PB)","70506"
"2512903","Rio Tinto (PB)","238563"
"2513000","Salgadinho (PB)","25439"
"2513109","Salgado de São Félix (PB)","111514"
"2513158","Santa Cecília (PB)","53031"
"2513208","Santa Cruz (PB)","55392"
"2513307","Santa Helena (PB)","49396"
"2513356","Santa Inês (PB)","29071"
"2513406","Santa Luzia (PB)","198354"
"2513505","Santana de Mangueira (PB)","40148"
"2513604","Santana dos Garrotes (PB)","53615"
"2513653","Joca Claudino (PB)","26687"
"2513703","Santa Rita (PB)","2222359"
"2513802","Santa Teresinha (PB)","44621"
"2513851","Santo André (PB)","24161"
"2513901","São Bento (PB)","425736"
"2513927","São Bentinho (PB)","40294"
"2513943","São Domingos do Cariri (PB)","23775"
"2513968","São Domingos (PB)","28149"
"2513984","São Francisco (PB)","31962"
"2514008","São João do Cariri (PB)","42852"
"2514107","São João do Tigre (PB)","34027"
"2514206","São José da Lagoa Tapada (PB)","57794"
"2514305","São José de Caiana (PB)","46278"
"2514404","São José de Espinharas (PB)","48503"
"2514453","São José dos Ramos (PB)","46985"
"2514503","São José de Piranhas (PB)","175935"
"2514552","São José de Princesa (PB)","29102"
"2514602","São José do Bonfim (PB)","27325"
"2514651","São José do Brejo do Cruz (PB)","23009"
"2514701","São José do Sabugi (PB)","59406"
"2514800","São José dos Cordeiros (PB)","28622"
"2514909","São Mamede (PB)","69261"
"2515005","São Miguel de Taipu (PB)","62373"
"2515104","São Sebastião de Lagoa de Roça (PB)","86629"
"2515203","São Sebastião do Umbuzeiro (PB)","31037"
"2515302","Sapé (PB)","529881"
"2515401","São Vicente do Seridó (PB)","68137"
"2515500","Serra Branca (PB)","117761"
"2515609","Serra da Raiz (PB)","31487"
"2515708","Serra Grande (PB)","48355"
"2515807","Serra Redonda (PB)","59667"
"2515906","Serraria (PB)","58898"
"2515930","Sertãozinho (PB)","46041"
"2515971","Sobrado (PB)","86880"
"2516003","Solânea (PB)","264102"
"2516102","Soledade (PB)","170472"
"2516151","Sossêgo (PB)","31231"
"2516201","Sousa (PB)","1085479"
"2516300","Sumé (PB)","174653"
"2516409","Tacima (PB)","74792"
"2516508","Taperoá (PB)","123151"
"2516607","Tavares (PB)","108712"
"2516706","Teixeira (PB)","135521"
"2516755","Tenório (PB)","28110"
"2516805","Triunfo (PB)","74711"
"2516904","Uiraúna (PB)","162912"
"2517001","Umbuzeiro (PB)","72568"
"2517100","Várzea (PB)","29715"
"2517209","Vieirópolis (PB)","41396"
"2517407","Zabelê (PB)","22411"
"2600054","Abreu e Lima (PE)","2003665"
"2600104","Afogados da Ingazeira (PE)","405163"
"2600203","Afrânio (PE)","166154"
"2600302","Agrestina (PE)","248265"
"2600401","Água Preta (PE)","239879"
"2600500","Águas Belas (PE)","334409"
"2600609","Alagoinha (PE)","124672"
"2600708","Aliança (PE)","313660"
"2600807","Altinho (PE)","153959"
"2600906","Amaraji (PE)","209661"
"2601003","Angelim (PE)","113954"
"2601052","Araçoiaba (PE)","139026"
"2601102","Araripina (PE)","987497"
"2601201","Arcoverde (PE)","978164"
"2601300","Barra de Guabiraba (PE)","101795"
"2601409","Barreiros (PE)","429725"
"2601508","Belém de Maria (PE)","76813"
"2601607","Belém do São Francisco (PE)","203238"
"2601706","Belo Jardim (PE)","1804833"
"2601805","Betânia (PE)","89784"
"2601904","Bezerros (PE)","711603"
"2602001","Bodocó (PE)","247381"
"2602100","Bom Conselho (PE)","481184"
"2602209","Bom Jardim (PE)","340009"
"2602308","Bonito (PE)","402879"
"2602407","Brejão (PE)","168389"
"2602506","Brejinho (PE)","51754"
"2602605","Brejo da Madre de Deus (PE)","353203"
"2602704","Buenos Aires (PE)","91106"
"2602803","Buíque (PE)","411083"
"2602902","Cabo de Santo Agostinho (PE)","9964401"
"2603009","Cabrobó (PE)","404515"
"2603108","Cachoeirinha (PE)","202198"
"2603207","Caetés (PE)","417413"
"2603306","Calçado (PE)","90315"
"2603405","Calumbi (PE)","47509"
"2603454","Camaragibe (PE)","1757192"
"2603504","Camocim de São Félix (PE)","160794"
"2603603","Camutanga (PE)","190522"
"2603702","Canhotinho (PE)","192969"
"2603801","Capoeiras (PE)","198937"
"2603900","Carnaíba (PE)","144919"
"2603926","Carnaubeira da Penha (PE)","77113"
"2604007","Carpina (PE)","1318990"
"2604106","Caruaru (PE)","6877208"
"2604155","Casinhas (PE)","90224"
"2604205","Catende (PE)","289182"
"2604304","Cedro (PE)","87538"
"2604403","Chã de Alegria (PE)","137979"
"2604502","Chã Grande (PE)","207892"
"2604601","Condado (PE)","214324"
"2604700","Correntes (PE)","151082"
"2604809","Cortês (PE)","105239"
"2604908","Cumaru (PE)","97618"
"2605004","Cupira (PE)","265443"
"2605103","Custódia (PE)","428296"
"2605152","Dormentes (PE)","214910"
"2605202","Escada (PE)","871161"
"2605301","Exu (PE)","238223"
"2605400","Feira Nova (PE)","190770"
"2605459","Fernando de Noronha (PE)","153512"
"2605509","Ferreiros (PE)","106851"
"2605608","Flores (PE)","183282"
"2605707","Floresta (PE)","412808"
"2605806","Frei Miguelinho (PE)","108792"
"2605905","Gameleira (PE)","205422"
"2606002","Garanhuns (PE)","2342967"
"2606101","Glória do Goitá (PE)","479098"
"2606200","Goiana (PE)","9146860"
"2606309","Granito (PE)","57276"
"2606408","Gravatá (PE)","1068949"
"2606507","Iati (PE)","148625"
"2606606","Ibimirim (PE)","255908"
"2606705","Ibirajuba (PE)","60416"
"2606804","Igarassu (PE)","2479117"
"2606903","Iguaracy (PE)","77738"
"2607000","Inajá (PE)","155277"
"2607109","Ingazeira (PE)","34028"
"2607208","Ipojuca (PE)","10879739"
"2607307","Ipubi (PE)","269159"
"2607406","Itacuruba (PE)","53447"
"2607505","Itaíba (PE)","204597"
"2607604","Ilha de Itamaracá (PE)","239399"
"2607653","Itambé (PE)","494960"
"2607703","Itapetim (PE)","102339"
"2607752","Itapissuma (PE)","1398050"
"2607802","Itaquitinga (PE)","129671"
"2607901","Jaboatão dos Guararapes (PE)","13545569"
"2607950","Jaqueira (PE)","101866"
"2608008","Jataúba (PE)","119060"
"2608057","Jatobá (PE)","122707"
"2608107","João Alfredo (PE)","272386"
"2608206","Joaquim Nabuco (PE)","125455"
"2608255","Jucati (PE)","103840"
"2608305","Jupi (PE)","153364"
"2608404","Jurema (PE)","118757"
"2608453","Lagoa do Carro (PE)","228084"
"2608503","Lagoa de Itaenga (PE)","309436"
"2608602","Lagoa do Ouro (PE)","112488"
"2608701","Lagoa dos Gatos (PE)","128987"
"2608750","Lagoa Grande (PE)","327706"
"2608800","Lajedo (PE)","451194"
"2608909","Limoeiro (PE)","743517"
"2609006","Macaparana (PE)","242638"
"2609105","Machados (PE)","200858"
"2609154","Manari (PE)","118791"
"2609204","Maraial (PE)","85691"
"2609303","Mirandiba (PE)","156014"
"2609402","Moreno (PE)","682663"
"2609501","Nazaré da Mata (PE)","520206"
"2609600","Olinda (PE)","5438691"
"2609709","Orobó (PE)","333817"
"2609808","Orocó (PE)","150432"
"2609907","Ouricuri (PE)","612341"
"2610004","Palmares (PE)","833884"
"2610103","Palmeirina (PE)","72516"
"2610202","Panelas (PE)","175773"
"2610301","Paranatama (PE)","242705"
"2610400","Parnamirim (PE)","163949"
"2610509","Passira (PE)","220034"
"2610608","Paudalho (PE)","758422"
"2610707","Paulista (PE)","4019150"
"2610806","Pedra (PE)","243895"
"2610905","Pesqueira (PE)","691973"
"2611002","Petrolândia (PE)","1078385"
"2611101","Petrolina (PE)","5990719"
"2611200","Poção (PE)","85559"
"2611309","Pombos (PE)","363992"
"2611408","Primavera (PE)","168830"
"2611507","Quipapá (PE)","175524"
"2611533","Quixaba (PE)","49184"
"2611606","Recife (PE)","51859618"
"2611705","Riacho das Almas (PE)","166317"
"2611804","Ribeirão (PE)","387477"
"2611903","Rio Formoso (PE)","259945"
"2612000","Sairé (PE)","144538"
"2612109","Salgadinho (PE)","62146"
"2612208","Salgueiro (PE)","792726"
"2612307","Saloá (PE)","143504"
"2612406","Sanharó (PE)","193931"
"2612455","Santa Cruz (PE)","100497"
"2612471","Santa Cruz da Baixa Verde (PE)","83550"
"2612505","Santa Cruz do Capibaribe (PE)","1428396"
"2612554","Santa Filomena (PE)","91202"
"2612604","Santa Maria da Boa Vista (PE)","516496"
"2612703","Santa Maria do Cambucá (PE)","101717"
"2612802","Santa Terezinha (PE)","81844"
"2612901","São Benedito do Sul (PE)","96163"
"2613008","São Bento do Una (PE)","953039"
"2613107","São Caitano (PE)","350502"
"2613206","São João (PE)","202414"
"2613305","São Joaquim do Monte (PE)","168147"
"2613404","São José da Coroa Grande (PE)","251104"
"2613503","São José do Belmonte (PE)","256653"
"2613602","São José do Egito (PE)","362864"
"2613701","São Lourenço da Mata (PE)","1107308"
"2613800","São Vicente Férrer (PE)","235695"
"2613909","Serra Talhada (PE)","1337330"
"2614006","Serrita (PE)","136775"
"2614105","Sertânia (PE)","278620"
"2614204","Sirinhaém (PE)","482239"
"2614303","Moreilândia (PE)","81064"
"2614402","Solidão (PE)","41240"
"2614501","Surubim (PE)","771791"
"2614600","Tabira (PE)","249042"
"2614709","Tacaimbó (PE)","126856"
"2614808","Tacaratu (PE)","170641"
"2614857","Tamandaré (PE)","285465"
"2615003","Taquaritinga do Norte (PE)","264932"
"2615102","Terezinha (PE)","51417"
"2615201","Terra Nova (PE)","67423"
"2615300","Timbaúba (PE)","647078"
"2615409","Toritama (PE)","624447"
"2615508","Tracunhaém (PE)","101554"
"2615607","Trindade (PE)","281832"
"2615706","Triunfo (PE)","138875"
"2615805","Tupanatinga (PE)","184087"
"2615904","Tuparetama (PE)","75783"
"2616001","Venturosa (PE)","207645"
"2616100","Verdejante (PE)","64768"
"2616183","Vertente do Lério (PE)","67079"
"2616209","Vertentes (PE)","153721"
"2616308","Vicência (PE)","357344"
"2616407","Vitória de Santo Antão (PE)","3691943"
"2616506","Xexéu (PE)","104732"
"2700102","Água Branca (AL)","137376"
"2700201","Anadia (AL)","140786"
"2700300","Arapiraca (AL)","4100975"
"2700409","Atalaia (AL)","765632"
"2700508","Barra de Santo Antônio (AL)","161228"
"2700607","Barra de São Miguel (AL)","171747"
"2700706","Batalha (AL)","174456"
"2700805","Belém (AL)","37998"
"2700904","Belo Monte (AL)","84201"
"2701001","Boca da Mata (AL)","268776"
"2701100","Branquinha (AL)","394561"
"2701209","Cacimbinhas (AL)","88488"
"2701308","Cajueiro (AL)","171388"
"2701357","Campestre (AL)","63930"
"2701407","Campo Alegre (AL)","495628"
"2701506","Campo Grande (AL)","84090"
"2701605","Canapi (AL)","108156"
"2701704","Capela (AL)","178577"
"2701803","Carneiros (AL)","57285"
"2701902","Chã Preta (AL)","108877"
"2702009","Coité do Nóia (AL)","102492"
"2702108","Colônia Leopoldina (AL)","251911"
"2702207","Coqueiro Seco (AL)","66881"
"2702306","Coruripe (AL)","1378288"
"2702355","Craíbas (AL)","197086"
"2702405","Delmiro Gouveia (AL)","475855"
"2702504","Dois Riachos (AL)","77427"
"2702553","Estrela de Alagoas (AL)","104946"
"2702603","Feira Grande (AL)","285062"
"2702702","Feliz Deserto (AL)","108647"
"2702801","Flexeiras (AL)","175314"
"2702900","Girau do Ponciano (AL)","323147"
"2703007","Ibateguara (AL)","140851"
"2703106","Igaci (AL)","182328"
"2703205","Igreja Nova (AL)","390389"
"2703304","Inhapi (AL)","112361"
"2703403","Jacaré dos Homens (AL)","52244"
"2703502","Jacuípe (AL)","171459"
"2703601","Japaratinga (AL)","160025"
"2703700","Jaramataia (AL)","53776"
"2703759","Jequiá da Praia (AL)","249804"
"2703809","Joaquim Gomes (AL)","315561"
"2703908","Jundiá (AL)","45641"
"2704005","Junqueiro (AL)","354809"
"2704104","Lagoa da Canoa (AL)","157977"
"2704203","Limoeiro de Anadia (AL)","458376"
"2704302","Maceió (AL)","21827917"
"2704401","Major Isidoro (AL)","176487"
"2704500","Maragogi (AL)","677485"
"2704609","Maravilha (AL)","66185"
"2704708","Marechal Deodoro (AL)","1900327"
"2704807","Maribondo (AL)","137916"
"2704906","Mar Vermelho (AL)","31857"
"2705002","Mata Grande (AL)","189406"
"2705101","Matriz de Camaragibe (AL)","298282"
"2705200","Messias (AL)","178882"
"2705309","Minador do Negrão (AL)","48451"
"2705408","Monteirópolis (AL)","51757"
"2705507","Murici (AL)","290397"
"2705606","Novo Lino (AL)","145761"
"2705705","Olho d'Água das Flores (AL)","191207"
"2705804","Olho d'Água do Casado (AL)","70403"
"2705903","Olho d'Água Grande (AL)","40064"
"2706000","Olivença (AL)","68930"
"2706109","Ouro Branco (AL)","77502"
"2706208","Palestina (AL)","33318"
"2706307","Palmeira dos Índios (AL)","778610"
"2706406","Pão de Açúcar (AL)","186936"
"2706422","Pariconha (AL)","72058"
"2706448","Paripueira (AL)","150091"
"2706505","Passo de Camaragibe (AL)","266376"
"2706604","Paulo Jacinto (AL)","67779"
"2706703","Penedo (AL)","898339"
"2706802","Piaçabuçu (AL)","295025"
"2706901","Pilar (AL)","433003"
"2707008","Pindoba (AL)","32588"
"2707107","Piranhas (AL)","221989"
"2707206","Poço das Trincheiras (AL)","92601"
"2707305","Porto Calvo (AL)","343384"
"2707404","Porto de Pedras (AL)","274767"
"2707503","Porto Real do Colégio (AL)","193071"
"2707602","Quebrangulo (AL)","113322"
"2707701","Rio Largo (AL)","1020537"
"2707800","Roteiro (AL)","147662"
"2707909","Santa Luzia do Norte (AL)","154050"
"2708006","Santana do Ipanema (AL)","513982"
"2708105","Santana do Mundaú (AL)","807040"
"2708204","São Brás (AL)","115546"
"2708303","São José da Laje (AL)","301828"
"2708402","São José da Tapera (AL)","233812"
"2708501","São Luís do Quitunde (AL)","416799"
"2708600","São Miguel dos Campos (AL)","979181"
"2708709","São Miguel dos Milagres (AL)","142315"
"2708808","São Sebastião (AL)","382296"
"2708907","Satuba (AL)","209299"
"2708956","Senador Rui Palmeira (AL)","82444"
"2709004","Tanque d'Arca (AL)","49698"
"2709103","Taquarana (AL)","272575"
"2709152","Teotônio Vilela (AL)","469034"
"2709202","Traipu (AL)","206112"
"2709301","União dos Palmares (AL)","934646"
"2709400","Viçosa (AL)","295330"
"2800100","Amparo de São Francisco (SE)","28364"
"2800209","Aquidabã (SE)","216446"
"2800308","Aracaju (SE)","16373280"
"2800407","Arauá (SE)","108230"
"2800506","Areia Branca (SE)","195684"
"2800605","Barra dos Coqueiros (SE)","385554"
"2800670","Boquim (SE)","299560"
"2800704","Brejo Grande (SE)","77548"
"2801009","Campo do Brito (SE)","211692"
"2801108","Canhoba (SE)","52660"
"2801207","Canindé de São Francisco (SE)","1632436"
"2801306","Capela (SE)","327002"
"2801405","Carira (SE)","264080"
"2801504","Carmópolis (SE)","325808"
"2801603","Cedro de São João (SE)","52110"
"2801702","Cristinápolis (SE)","198366"
"2801900","Cumbe (SE)","41640"
"2802007","Divina Pastora (SE)","102967"
"2802106","Estância (SE)","1633878"
"2802205","Feira Nova (SE)","67049"
"2802304","Frei Paulo (SE)","240160"
"2802403","Gararu (SE)","106329"
"2802502","General Maynard (SE)","31130"
"2802601","Gracho Cardoso (SE)","66973"
"2802700","Ilha das Flores (SE)","73149"
"2802809","Indiaroba (SE)","165983"
"2802908","Itabaiana (SE)","1805072"
"2803005","Itabaianinha (SE)","429848"
"2803104","Itabi (SE)","55931"
"2803203","Itaporanga d'Ajuda (SE)","1032792"
"2803302","Japaratuba (SE)","295316"
"2803401","Japoatã (SE)","151966"
"2803500","Lagarto (SE)","1505153"
"2803609","Laranjeiras (SE)","926217"
"2803708","Macambira (SE)","71167"
"2803807","Malhada dos Bois (SE)","49664"
"2803906","Malhador (SE)","139841"
"2804003","Maruim (SE)","273399"
"2804102","Moita Bonita (SE)","148971"
"2804201","Monte Alegre de Sergipe (SE)","142186"
"2804300","Muribeca (SE)","82167"
"2804409","Neópolis (SE)","271250"
"2804458","Nossa Senhora Aparecida (SE)","135428"
"2804508","Nossa Senhora da Glória (SE)","554327"
"2804607","Nossa Senhora das Dores (SE)","287954"
"2804706","Nossa Senhora de Lourdes (SE)","64538"
"2804805","Nossa Senhora do Socorro (SE)","2597290"
"2804904","Pacatuba (SE)","179731"
"2805000","Pedra Mole (SE)","36483"
"2805109","Pedrinhas (SE)","84117"
"2805208","Pinhão (SE)","70587"
"2805307","Pirambu (SE)","116776"
"2805406","Poço Redondo (SE)","297783"
"2805505","Poço Verde (SE)","283145"
"2805604","Porto da Folha (SE)","267795"
"2805703","Propriá (SE)","484995"
"2805802","Riachão do Dantas (SE)","252676"
"2805901","Riachuelo (SE)","171789"
"2806008","Ribeirópolis (SE)","332386"
"2806107","Rosário do Catete (SE)","459455"
"2806206","Salgado (SE)","175015"
"2806305","Santa Luzia do Itanhy (SE)","153909"
"2806404","Santana do São Francisco (SE)","82233"
"2806503","Santa Rosa de Lima (SE)","41478"
"2806602","Santo Amaro das Brotas (SE)","125114"
"2806701","São Cristóvão (SE)","909858"
"2806800","São Domingos (SE)","101378"
"2806909","São Francisco (SE)","39324"
"2807006","São Miguel do Aleixo (SE)","41004"
"2807105","Simão Dias (SE)","557970"
"2807204","Siriri (SE)","121381"
"2807303","Telha (SE)","33586"
"2807402","Tobias Barreto (SE)","545079"
"2807501","Tomar do Geru (SE)","115785"
"2807600","Umbaúba (SE)","324379"
"2900108","Abaíra (BA)","58448"
"2900207","Abaré (BA)","137347"
"2900306","Acajutiba (BA)","120622"
"2900355","Adustina (BA)","120424"
"2900405","Água Fria (BA)","136724"
"2900504","Érico Cardoso (BA)","60639"
"2900603","Aiquara (BA)","41212"
"2900702","Alagoinhas (BA)","3509540"
"2900801","Alcobaça (BA)","264121"
"2900900","Almadina (BA)","51837"
"2901007","Amargosa (BA)","338784"
"2901106","Amélia Rodrigues (BA)","288677"
"2901155","América Dourada (BA)","111233"
"2901205","Anagé (BA)","166974"
"2901304","Andaraí (BA)","97755"
"2901353","Andorinha (BA)","190513"
"2901403","Angical (BA)","135825"
"2901502","Anguera (BA)","65908"
"2901601","Antas (BA)","112621"
"2901700","Antônio Cardoso (BA)","105364"
"2901809","Antônio Gonçalves (BA)","68773"
"2901908","Aporá (BA)","136362"
"2901957","Apuarema (BA)","56125"
"2902005","Aracatu (BA)","106004"
"2902054","Araçás (BA)","138788"
"2902104","Araci (BA)","381010"
"2902203","Aramari (BA)","89728"
"2902252","Arataca (BA)","76408"
"2902302","Aratuípe (BA)","64356"
"2902401","Aurelino Leal (BA)","104284"
"2902500","Baianópolis (BA)","144538"
"2902609","Baixa Grande (BA)","141295"
"2902658","Banzaê (BA)","90791"
"2902708","Barra (BA)","369461"
"2902807","Barra da Estiva (BA)","234556"
"2902906","Barra do Choça (BA)","360734"
"2903003","Barra do Mendes (BA)","94210"
"2903102","Barra do Rocha (BA)","45768"
"2903201","Barreiras (BA)","3889952"
"2903235","Barro Alto (BA)","84589"
"2903276","Barrocas (BA)","220784"
"2903300","Barro Preto (BA)","60278"
"2903409","Belmonte (BA)","265473"
"2903508","Belo Campo (BA)","128569"
"2903607","Biritinga (BA)","115208"
"2903706","Boa Nova (BA)","93079"
"2903805","Boa Vista do Tupim (BA)","118270"
"2903904","Bom Jesus da Lapa (BA)","994315"
"2903953","Bom Jesus da Serra (BA)","54023"
"2904001","Boninal (BA)","88576"
"2904050","Bonito (BA)","152240"
"2904100","Boquira (BA)","150763"
"2904209","Botuporã (BA)","92556"
"2904308","Brejões (BA)","110898"
"2904407","Brejolândia (BA)","80380"
"2904506","Brotas de Macaúbas (BA)","76414"
"2904605","Brumado (BA)","1699701"
"2904704","Buerarema (BA)","184977"
"2904753","Buritirama (BA)","123114"
"2904803","Caatiba (BA)","60558"
"2904852","Cabaceiras do Paraguaçu (BA)","115543"
"2904902","Cachoeira (BA)","494150"
"2905008","Caculé (BA)","242684"
"2905107","Caém (BA)","70633"
"2905156","Caetanos (BA)","81278"
"2905206","Caetité (BA)","867208"
"2905305","Cafarnaum (BA)","159414"
"2905404","Cairu (BA)","623657"
"2905503","Caldeirão Grande (BA)","94731"
"2905602","Camacan (BA)","264660"
"2905701","Camaçari (BA)","23103227"
"2905800","Camamu (BA)","310302"
"2905909","Campo Alegre de Lourdes (BA)","202749"
"2906006","Campo Formoso (BA)","1108435"
"2906105","Canápolis (BA)","64349"
"2906204","Canarana (BA)","183053"
"2906303","Canavieiras (BA)","311792"
"2906402","Candeal (BA)","53452"
"2906501","Candeias (BA)","3869589"
"2906600","Candiba (BA)","110928"
"2906709","Cândido Sales (BA)","185498"
"2906808","Cansanção (BA)","253466"
"2906824","Canudos (BA)","129503"
"2906857","Capela do Alto Alegre (BA)","88425"
"2906873","Capim Grosso (BA)","395930"
"2906899","Caraíbas (BA)","67440"
"2906907","Caravelas (BA)","322126"
"2907004","Cardeal da Silva (BA)","77997"
"2907103","Carinhanha (BA)","208835"
"2907202","Casa Nova (BA)","667757"
"2907301","Castro Alves (BA)","371840"
"2907400","Catolândia (BA)","75541"
"2907509","Catu (BA)","534564"
"2907558","Caturama (BA)","56891"
"2907608","Central (BA)","179629"
"2907707","Chorrochó (BA)","72845"
"2907806","Cícero Dantas (BA)","270246"
"2907905","Cipó (BA)","130293"
"2908002","Coaraci (BA)","156267"
"2908101","Cocos (BA)","289365"
"2908200","Conceição da Feira (BA)","243239"
"2908309","Conceição do Almeida (BA)","153985"
"2908408","Conceição do Coité (BA)","752104"
"2908507","Conceição do Jacuípe (BA)","2301419"
"2908606","Conde (BA)","304292"
"2908705","Condeúba (BA)","137805"
"2908804","Contendas do Sincorá (BA)","38274"
"2908903","Coração de Maria (BA)","177872"
"2909000","Cordeiros (BA)","55142"
"2909109","Coribe (BA)","117271"
"2909208","Coronel João Sá (BA)","131229"
"2909307","Correntina (BA)","1264890"
"2909406","Cotegipe (BA)","126995"
"2909505","Cravolândia (BA)","36764"
"2909604","Crisópolis (BA)","148523"
"2909703","Cristópolis (BA)","109515"
"2909802","Cruz das Almas (BA)","934530"
"2909901","Curaçá (BA)","271351"
"2910008","Dário Meira (BA)","82011"
"2910057","Dias d'Ávila (BA)","3056589"
"2910107","Dom Basílio (BA)","101786"
"2910206","Dom Macedo Costa (BA)","31281"
"2910305","Elísio Medrado (BA)","54776"
"2910404","Encruzilhada (BA)","180901"
"2910503","Entre Rios (BA)","486050"
"2910602","Esplanada (BA)","560653"
"2910701","Euclides da Cunha (BA)","531936"
"2910727","Eunápolis (BA)","2628454"
"2910750","Fátima (BA)","179894"
"2910776","Feira da Mata (BA)","45732"
"2910800","Feira de Santana (BA)","13657295"
"2910859","Filadélfia (BA)","120198"
"2910909","Firmino Alves (BA)","42997"
"2911006","Floresta Azul (BA)","76366"
"2911105","Formosa do Rio Preto (BA)","1744435"
"2911204","Gandu (BA)","321793"
"2911253","Gavião (BA)","38277"
"2911303","Gentio do Ouro (BA)","144150"
"2911402","Glória (BA)","190021"
"2911501","Gongogi (BA)","58782"
"2911600","Governador Mangabeira (BA)","193239"
"2911659","Guajeru (BA)","51518"
"2911709","Guanambi (BA)","1263761"
"2911808","Guaratinga (BA)","210852"
"2911857","Heliópolis (BA)","91407"
"2911907","Iaçu (BA)","200542"
"2912004","Ibiassucê (BA)","82076"
"2912103","Ibicaraí (BA)","184750"
"2912202","Ibicoara (BA)","255703"
"2912301","Ibicuí (BA)","147150"
"2912400","Ibipeba (BA)","123452"
"2912509","Ibipitanga (BA)","100702"
"2912608","Ibiquera (BA)","27055"
"2912707","Ibirapitanga (BA)","168241"
"2912806","Ibirapuã (BA)","248669"
"2912905","Ibirataia (BA)","154040"
"2913002","Ibitiara (BA)","97141"
"2913101","Ibititá (BA)","117198"
