cod_loja;faturamento
1;505804.6465064206
2;51707.94331935477
3;134782.28721287145
4;50157.63778606746
5;164924.3702374866
6;192090.58413661108
7;85964.82690112173
8;108272.18370912485
9;274515.4156010484
11;6458.423379831089
12;51269.69529866043
14;98802.39462820416
15;106080.60798946263
17;88403.08071220545
18;47973.35370497897
19;109832.65478083801
20;136721.31366585274
22;109562.82407086494
23;189865.92860831573
24;118865.75935136124
25;123337.34148302628
26;156773.70226798978
27;27899.302605854304
29;147427.4734836929
30;86130.93865075137
31;79421.2906922876
32;206899.0029978894
33;209595.01716903123
34;189345.98863457632
35;146494.55467637928
36;54238.118875968765
37;180020.40858503105
38;110103.66836349147
39;134975.49587745126
40;124028.28730022465
42;221805.22259727155
43;64735.54670747395
44;215373.36837803686
45;117904.62717416575
46;176111.780305861
47;109114.91836488503
48;173641.40605158836
49;74650.06385313893
50;76638.78481288179
51;112729.35379053396
52;115593.0415053654
53;118160.51887390122
54;126539.95851357763
56;121526.09629118654
57;132193.7195314955
58;128659.01010804127
59;118458.32851104355
60;163524.24343296196
61;60180.15435334933
62;139710.45265832936
63;89485.7646413342
65;120624.61232656898
66;219586.31695009038
67;351139.0612205235
68;106385.70013432253
69;61575.034349982256
70;37492.46869008446
71;82817.76555034451
72;375677.68992138095
74;88655.7415969522
76;233453.98267369438
77;103332.66769907589
78;113558.92256074482
79;143981.20610336383
80;167130.78514133254
81;105278.83556955599
83;81147.57693784522
85;134391.5541307509
86;160505.50943531175
88;136784.79479380444
89;105516.51803568151
90;84121.07757644301
91;83073.38833495318
92;74482.49058567222
93;133897.3653755027
94;170552.08829996685
95;86226.13887578125
96;95587.7864674147
97;118150.39450391353
98;92578.71132600801
100;30112.52255548026
101;96285.69064786327
102;98019.80018766772
104;70740.90259986326
105;117039.12854380417
107;55215.590958225344
108;65998.85534717416
109;65044.59816446124
110;106115.32931477965
111;100111.58354953637
112;91437.7915859247
113;250729.33277503564
114;110711.59286411949
115;67515.43639516244
116;213062.79276814518
118;132539.43349444773
120;133457.25028091078
121;120279.32552616624
122;53250.52684259392
123;150314.32693970078
124;98978.93729611608
125;135394.03395543082
126;273921.0769104316
128;194556.34310531672
130;151182.16154125353
131;101017.86177141912
133;73806.04970418506
134;111881.01315710809
135;37314.08702176147
136;203698.75712646978
137;47483.81411184384
138;256758.45410162862
139;110343.3035409227
140;179315.8972163618
141;66185.5004059113
142;55484.01665039469
143;359639.0254768389
144;164703.7435966231
145;137046.99644727583
146;87789.6623542604
147;217392.44765463044
148;307903.71157963976
149;51297.403265664994
150;117658.33794726997
151;111249.975158239
152;144583.89499001394
153;142222.41365571338
154;97353.19684548816
155;228989.52960157176
156;72036.85178543745
157;26684.402636601848
158;53072.15757324494
159;57291.95191117661
160;192316.30293491195
161;20775.61450067228
162;132026.0396331602
163;117995.61155754694
164;224480.73864482917
165;152661.85675034396
166;60054.10604913364
167;21926.83870248448
168;166390.5683327371
169;346524.9840239877
170;68068.74098537763
171;134807.69620692902
172;100915.4764448408
173;124622.53797924262
174;83596.98409450594
175;215124.05601662784
176;217696.58113753994
177;272970.4459313023
179;198182.2550553422
180;122804.82808333961
181;96544.70834377507
182;187216.35551799135
183;62562.5053756363
184;169973.08920154924
185;192718.2522251256
186;52883.90781015783
187;220016.25711276266
188;105786.715749291
189;89585.67834674446
190;96354.51759669872
191;127803.8563781625
192;112383.06465020096
193;110314.0467534547
194;258717.93381765243
195;125588.51292872215
196;52893.8243447285
197;262469.7100577183
198;61752.410663351766
199;35161.794630982426
204;261596.05334296566
205;137921.87567322268
207;173472.66001483423
208;213156.19528500407
209;97198.11180664033
210;39222.2265145818
211;114781.77921090543
212;93439.59847350094
214;36789.49233597478
216;214107.82137944023
217;117884.73293008424
218;129374.93884326256
219;50323.53458427842
221;99502.64502927779
222;138209.4145062525
223;141379.59719572717
224;34844.32749897926
225;38472.04702640587
226;77621.85023062602
227;118410.12092983468
228;213447.80331588446
229;148336.47599373045
230;116926.2013542878
231;46941.680125344974
233;38185.642801072805
236;161633.06024741646
237;31103.922621029797
238;146659.67851339924
239;61573.963020630465
243;106868.81220322383
244;229194.49524209506
245;60785.24988955122
246;201971.04672941845
247;101195.41826001524
248;135189.88198560305
249;105071.25323288217
250;58908.86121133806
251;29896.802822963964
252;98640.22262105632
253;83262.42787276454
256;115536.4252970221
257;96729.41612825757
258;35595.7188375243
259;96287.72943876043
260;121305.92804643039
263;55714.31144156322
264;36765.744646247374
265;103081.08040842674
266;125094.40242476272
267;81615.11997921612
268;75636.5548349376
269;129329.12209113728
270;350511.68341281643
271;171970.85693741214
273;104318.41234280846
274;128801.05553971829
275;118478.26766038999
276;106082.68601510192
277;96940.05487091129
279;47995.87349398833
280;114700.4672744639
281;123555.17177346628
282;111556.68072084984
283;248088.32114813515
284;72174.41891516863
286;137670.49390267604
287;32883.0395431058
288;28518.72187846227
289;80515.18374108807
290;105050.31401624641
291;140212.61400861092
292;240173.57643635213
293;240045.35455751707
294;327851.3967346348
295;195685.08342489178
296;79123.23225236671
